Club,Player Name,Position,Status,Resting Heart Rate (bpm),Max Heart Rate (bpm),HRV (ms),VO2 Max (ml/kg/min),Weight (kg),Reaction Time (ms),Match Consistency Variance,Minutes Played,Injury Frequency,Recovery Time (weeks),Training Hours,Heart Rate Zone,Fatigue Score,Injury Risk,Readiness Score,Player ID,League,Team
Luton Town,Player_Lut_24,Midfielder,Optimal,61,173,76.7654469776822,42.2659920879654,65.1573767318131,254.732468433949,0.16583970947983,2181,0,0,12.4974417922936,Zone 1 (Rest),67.6052280051673,0.0,29.7261335609713,664,LaLiga,Team_4
Chelsea,Player_Che_22,Forward,At Risk,82,200,73.3697556326784,55.4182440749164,63.1979475940132,315.027556347162,1.2281887562036,1740,1,9,7.17413669301873,Zone 1 (Rest),42.9700994261972,1.89982360806497,42.9089501406988,665,LaLiga,Team_5
Everton,Player_Eve_8,Midfielder,Underperforming,62,199,60.2287432544316,39.3165150644625,81.279057465559,360.8060544896,0.818104446903472,1302,3,0,6.80213413570743,Zone 1 (Rest),55.2707270418434,0.732271719176859,22.2485081794225,666,LaLiga,Team_6
Nottingham Forest,Player_Not_12,Forward,Recovering,55,203,40.1190850940246,58.8315370546787,75.891418983251,446.477689319511,1.42410771591128,1792,1,7,6.51508753491015,Zone 1 (Rest),76.1996312815094,3.0606855373328,11.2073846636423,667,LaLiga,Team_7
Bournemouth,Player_Bou_24,Forward,Optimal,53,188,85.25501304193,48.5279671360325,76.4443560818407,217.464718589633,0.218372811774646,2670,0,0,18.0552591357606,Zone 1 (Rest),64.9719899359572,0.0,36.6015905542581,668,LaLiga,Team_8
Arsenal,Player_Ars_12,Midfielder,Optimal,61,162,95.7791972387227,59.829506702901,61.8455107871771,288.290626913746,0.306431608177447,2114,0,0,18.2468096592515,Zone 1 (Rest),37.2092450402466,0.0,73.0860857415908,669,LaLiga,Team_9
Burnley,Player_Bur_3,Forward,At Risk,77,193,84.9991899350414,52.7670115484086,69.2143694431263,471.935917016067,1.45947218295541,963,2,8,6.91698570529129,Zone 1 (Rest),21.6250579294366,1.70085908868356,60.176758318141694,670,LaLiga,Team_10
Manchester United,Player_Mans_2,Midfielder,Optimal,64,150,60.5468785930799,41.5071812070492,80.7514319150674,253.434627502946,0.399964299787989,2770,0,0,15.5543170560263,Zone 1 (Rest),110.840029264247,0.0,-5.85731297607858,671,LaLiga,Team_11
Arsenal,Player_Ars_12,Midfielder,Optimal,61,162,95.7791972387227,59.829506702901,61.8455107871771,288.290626913746,0.306431608177447,2114,0,0,18.2468096592515,Zone 1 (Rest),37.2092450402466,0.0,73.0860857415908,672,LaLiga,Team_12
Liverpool,Player_Liv_6,Defender,Optimal,59,172,77.1325789976043,43.7699980153073,61.7458078652533,291.521372762648,0.276940891892442,2095,0,0,15.4922666470612,Zone 1 (Rest),62.5128624461338,0.0,33.9475084690569,673,LaLiga,Team_13
Chelsea,Player_Che_9,Midfielder,At Risk,76,206,98.4428126987782,42.9732545550623,72.4387237118107,317.069933615729,1.49687425184595,1060,3,2,6.54968463134305,Zone 1 (Rest),25.2115084933181,0.775471071558506,56.4099799808361,674,LaLiga,Team_14
Nottingham Forest,Player_Not_3,Midfielder,Optimal,63,181,92.5373792929706,58.4850854920623,73.8200948950047,249.897111691377,0.22730481655429,2794,0,0,14.0202721688824,Zone 1 (Rest),51.884533205639904,0.0,54.7723378891674,675,LaLiga,Team_15
Nottingham Forest,Player_Not_7,Defender,Recovering,59,204,39.5491228407704,39.7807155061524,85.7866919075381,418.460274212419,1.19465377281018,630,3,6,7.89246254114665,Zone 1 (Rest),40.545067199166304,2.88332185844994,19.0121427194885,676,LaLiga,Team_16
Aston Villa,Player_Ast_4,Defender,Recovering,57,198,41.458189189586896,34.1137452439111,63.6415925447822,423.002593607773,1.27463378063779,668,1,11,7.39127647287962,Zone 1 (Rest),47.7546554443965,3.91607922672729,14.0491308025765,677,LaLiga,Team_17
Everton,Player_Eve_11,Defender,Recovering,60,203,41.144578309783,42.3705411743637,78.9921796049854,393.857045465158,0.943059362330421,1636,2,5,9.69965895984911,Zone 1 (Rest),94.4004256451336,1.7539974582044,-5.36221978373738,678,LaLiga,Team_18
Crystal Palace,Player_Cry_16,Midfielder,At Risk,74,190,89.5610623115184,44.4652677101039,79.2557987656607,414.12992477618707,1.06809251233787,872,1,8,9.39627557423192,Zone 1 (Rest),22.1325300928593,1.0694673437637,58.8914736467174,679,LaLiga,Team_19
West Ham United,Player_Wes_1,Midfielder,At Risk,82,209,68.2797031375371,50.3314525689196,60.1651739748126,301.532806529845,0.719068809101858,1054,1,11,7.31425977507925,Zone 1 (Rest),30.8825327636783,2.40280895039748,41.9754176759705,680,LaLiga,Team_20
Tottenham Hotspur,Player_Tot_23,Defender,At Risk,77,205,93.886694454903,48.2847303190294,84.4129886495876,321.783668369346,0.648991855970195,803,1,5,8.03952546396722,Zone 1 (Rest),17.8907340919543,0.794907851255493,60.6247271619405,681,LaLiga,Team_1
Aston Villa,Player_Ast_18,Goalkeeper,Optimal,64,155,99.6450572728521,44.9443917548408,87.4996596671403,295.031275293059,0.181174547029961,2499,0,0,13.6223544165229,Zone 1 (Rest),56.1042745075561,0.0,57.0872093678302,682,LaLiga,Team_2
Nottingham Forest,Player_Not_17,Forward,Optimal,51,158,63.943769209677505,42.3295569934667,67.6278369433459,229.546792462676,0.311988136408568,2810,0,0,15.6585056031325,Zone 1 (Rest),104.39452397652,0.0,1.18911533330653,683,LaLiga,Team_3
West Ham United,Player_Wes_12,Midfielder,Optimal,53,161,82.3875377935176,32.1051837039403,79.1839933284657,297.202525649659,0.191394698701908,2343,0,0,15.0545511791045,Zone 1 (Rest),89.1491413746769,0.0,15.7413541135286,684,LaLiga,Team_4
Manchester United,Player_Mans_7,Defender,At Risk,72,206,97.9808249463057,42.9414696185808,87.7976287548448,398.423258615908,0.758244388298958,1483,1,3,8.10402842211046,Zone 1 (Rest),35.4396927712354,0.503753346425237,51.2051465017724,685,LaLiga,Team_5
Sheffield United,Player_She_21,Defender,Optimal,57,188,63.348997513813906,37.7187902187386,84.3486783619767,288.628821645572,0.16054846850531,2798,0,0,19.656389752668,Zone 1 (Rest),117.920830375942,0.0,-8.96438438478184,686,LaLiga,Team_6
Burnley,Player_Bur_17,Midfielder,At Risk,78,199,64.2720281600946,59.0680575876419,61.8068083470089,359.530055513656,0.798066201170004,897,3,10,9.22157432076191,Zone 1 (Rest),23.8704003448441,2.19339210976707,49.9847665341168,687,LaLiga,Team_7
Bournemouth,Player_Bou_8,Defender,Underperforming,56,199,84.9101361295936,34.4535215824617,69.2164925106381,409.291708345625,0.917193418564577,1423,2,0,5.85468201210424,Zone 1 (Rest),48.8421649762172,0.402315853448148,35.4379360481599,688,LaLiga,Team_8
Aston Villa,Player_Ast_8,Midfielder,At Risk,77,203,89.1396270864645,55.5289489299945,79.6848551304321,335.485753893941,1.04502691889694,734,1,7,7.69778110247753,Zone 1 (Rest),14.9843087753046,1.16587936822781,63.8838754882534,689,LaLiga,Team_9
Liverpool,Player_Liv_1,Midfielder,Optimal,59,151,72.902030569544,56.9733958984935,64.0986399432609,270.891099691012,0.321127990763163,2681,0,0,18.0936115547851,Zone 1 (Rest),64.9839664285293,0.0,42.9744768473564,690,LaLiga,Team_10
Nottingham Forest,Player_Not_12,Forward,Recovering,55,203,40.1190850940246,58.8315370546787,75.891418983251,446.477689319511,1.42410771591128,1792,1,7,6.51508753491015,Zone 1 (Rest),76.1996312815094,3.0606855373328,11.2073846636423,691,LaLiga,Team_11
Wolverhampton Wanderers,Player_Wol_16,Defender,At Risk,78,201,76.4478995553018,38.0481251859862,86.5376066468884,479.112569626368,1.40917526405359,586,3,2,7.20029023254699,Zone 1 (Rest),20.3940056616575,0.908352559722265,46.8169249152391,692,LaLiga,Team_12
Everton,Player_Eve_16,Midfielder,Optimal,59,179,96.626889290466,42.3262898446579,81.1571504702633,269.067977114801,0.338710567984676,2975,0,0,18.6299683135887,Zone 1 (Rest),73.1964330092605,0.0,36.7356123608176,693,LaLiga,Team_13
Fulham,Player_Ful_10,Midfielder,Recovering,61,201,36.7288044985514,53.2609438360685,82.2568898087615,469.685075818105,0.922629197013609,805,2,6,8.56310666549256,Zone 1 (Rest),41.5887239423502,2.54361771317603,24.0801116379451,694,LaLiga,Team_14
Liverpool,Player_Liv_1,Midfielder,Optimal,59,151,72.902030569544,56.9733958984935,64.0986399432609,270.891099691012,0.321127990763163,2681,0,0,18.0936115547851,Zone 1 (Rest),64.9839664285293,0.0,42.9744768473564,695,LaLiga,Team_15
Bournemouth,Player_Bou_16,Defender,Recovering,60,193,56.5825832644055,47.9137988853323,68.9186161284398,345.998750792648,0.911303972066231,1081,3,10,5.70553797010676,Zone 1 (Rest),40.0837646449227,4.02683635825038,33.3744132149301,696,LaLiga,Team_16
Luton Town,Player_Lut_20,Forward,Optimal,57,182,77.1659796783329,41.4979168400397,63.184810606424,283.747251961877,0.195927980882636,2282,0,0,12.553533502289,Zone 1 (Rest),71.65492144864,0.0,25.8291071811718,698,LaLiga,Team_18
Aston Villa,Player_Ast_16,Midfielder,Optimal,57,161,91.3958790844587,54.1536186948183,83.6584489401722,251.726905644161,0.276079599182196,2739,0,0,11.2237675732518,Zone 1 (Rest),55.5666140442811,0.0,55.889989897513,699,LaLiga,Team_19
West Ham United,Player_Wes_5,Defender,Recovering,51,191,49.9587630593417,46.0070975804681,79.8799353917807,318.456958414651,1.09632151886037,1435,1,2,7.02119864822105,Zone 1 (Rest),62.738644559782,0.855260307858373,17.3964482094387,700,LaLiga,Team_20
Everton,Player_Eve_5,Forward,At Risk,76,199,86.4787577917548,56.2987945708108,83.3407572943396,452.170266186156,0.687722405692252,1863,2,6,8.73919287206036,Zone 1 (Rest),38.4447282553577,1.05854474404655,52.4285548277427,701,LaLiga,Team_1
Tottenham Hotspur,Player_Tot_22,Defender,At Risk,72,190,69.5017652349731,37.4650358325868,66.8180888178946,314.639184753689,1.10344859338138,1473,2,3,7.31747021900286,Zone 1 (Rest),56.8503152281225,0.983135109069991,26.3770978102302,702,LaLiga,Team_2
Arsenal,Player_Ars_14,Forward,At Risk,75,196,95.265485310814,49.2263057636982,86.6367502192496,475.814296045626,0.505145170754715,1171,3,6,8.71754128145804,Zone 1 (Rest),25.156209788724,1.08370958007688,60.8855006560144,703,LaLiga,Team_3
Burnley,Player_Bur_8,Defender,At Risk,82,195,62.5251963683187,37.9351011291106,74.2201879784534,390.253322814623,1.36917485740309,1617,1,5,7.1109611694033905,Zone 1 (Rest),68.4730048754029,1.34948443238752,16.4037398061674,704,LaLiga,Team_4
Crystal Palace,Player_Cry_9,Forward,Recovering,62,194,58.9814251538603,55.2207558050157,88.5231812319401,440.508100306961,0.798052208639443,1032,3,4,8.22074610737958,Zone 1 (Rest),31.9380136710259,1.44368200249081,42.4042099421908,705,LaLiga,Team_5
Newcastle United,Player_New_14,Midfielder,Underperforming,59,195,92.6979883396477,37.6124658695316,89.9493580111267,473.61133802149,1.30592540011762,1530,2,0,5.40459641525626,Zone 1 (Rest),44.03730369128849,0.399205409192605,44.242641291226,706,LaLiga,Team_6
Brentford,Player_Bre_4,Defender,At Risk,78,198,69.6808831992351,44.2810544675625,77.2847871582944,339.85406729336,1.37747004665448,1959,3,2,6.07203241496582,Zone 1 (Rest),63.6864254498502,1.18174092617988,25.3916728368421,707,LaLiga,Team_7
Sheffield United,Player_She_13,Forward,At Risk,73,194,96.4783833679853,41.2185744344144,80.8205224231723,336.550233197487,0.81904507433224,796,2,10,6.21289133036913,Zone 1 (Rest),20.1728217776697,2.00196956570305,60.5794515591392,708,LaLiga,Team_8
Manchester City,Player_Man_5,Midfielder,Recovering,63,195,36.2382498860457,41.3540065563998,75.782832311389,468.456954919,0.949754133369766,701,2,5,7.98949989405543,Zone 1 (Rest),47.3102230588595,2.41774909433672,15.5292478890184,709,LaLiga,Team_9
West Ham United,Player_Wes_12,Midfielder,Optimal,53,161,82.3875377935176,32.1051837039403,79.1839933284657,297.202525649659,0.191394698701908,2343,0,0,15.0545511791045,Zone 1 (Rest),89.1491413746769,0.0,15.7413541135286,710,LaLiga,Team_10
Crystal Palace,Player_Cry_16,Midfielder,At Risk,74,190,89.5610623115184,44.4652677101039,79.2557987656607,414.12992477618707,1.06809251233787,872,1,8,9.39627557423192,Zone 1 (Rest),22.1325300928593,1.0694673437637,58.8914736467174,711,LaLiga,Team_11
Sheffield United,Player_She_6,Midfielder,At Risk,71,191,83.5078807315018,42.247289638979694,69.9595941429811,456.326511610649,0.937051521842188,1634,1,8,8.91212906106394,Zone 1 (Rest),46.5680466615227,1.20929868343174,41.45922707275329,712,LaLiga,Team_12
Tottenham Hotspur,Player_Tot_16,Midfielder,Underperforming,60,191,72.9252262828111,59.4619549614069,77.4033668908641,350.844915979499,1.02173004663621,1418,2,0,5.69825627378156,Zone 1 (Rest),32.8322755583411,0.481293762085199,52.1229872700926,713,LaLiga,Team_13
Fulham,Player_Ful_17,Midfielder,At Risk,70,197,62.0667488663184,50.0959119660906,81.5536184196765,472.528094229836,0.67925561190779,1158,3,11,9.04394992281769,Zone 1 (Rest),37.534093139594496,2.49408292801508,37.8825216714794,714,LaLiga,Team_14
Sheffield United,Player_She_10,Midfielder,Optimal,56,171,95.1840598684705,58.1408392083004,89.7459832748216,220.831539000852,0.242175734945625,2063,0,0,17.3087962332221,Zone 1 (Rest),37.5908619899481,0.0,67.6807234425864,715,LaLiga,Team_15
Burnley,Player_Bur_15,Forward,Recovering,60,203,55.7628428951611,46.5176268523158,88.6212679523426,324.375900356277,0.518275069723506,1031,3,7,9.95944597973746,Zone 1 (Rest),40.13020266803031,1.8006110577387,30.6158951130279,716,LaLiga,Team_16
Everton,Player_Eve_17,Defender,At Risk,80,198,99.8895159961441,30.6005201065879,86.920975973728,424.526106719732,1.47338261916482,1787,3,6,5.31197034299139,Zone 1 (Rest),58.6360745622476,1.69616055376318,36.2898795659012,717,LaLiga,Team_17
Burnley,Player_Bur_12,Forward,Optimal,60,181,88.4400384779925,44.6899895534819,82.4813705017247,291.784088309355,0.143211582996632,2801,0,0,10.5383052490846,Zone 1 (Rest),71.1352445454012,0.0,34.2512615945156,718,LaLiga,Team_18
Bournemouth,Player_Bou_11,Defender,Optimal,59,165,60.4521014635609,45.7474391629855,69.1929846811012,204.025800300923,0.335340888393261,2332,0,0,15.6621501575262,Zone 1 (Rest),84.8901707808213,0.0,12.9147696034698,719,LaLiga,Team_19
Sheffield United,Player_She_1,Defender,Optimal,56,169,78.9773957448294,30.1466830167236,60.774281785895504,255.3290639623,0.308179761666114,2194,0,0,18.7803351284446,Zone 1 (Rest),92.9385644157952,0.0,9.57722742352531,720,LaLiga,Team_20
Manchester United,Player_Mans_20,Midfielder,At Risk,74,199,99.5984092955978,46.4470768994945,84.2962333756391,350.928130952753,1.18150272222393,1284,1,9,8.03050940527919,Zone 1 (Rest),27.929424017105,1.25027199260995,59.3548051145665,721,LaLiga,Team_1
Aston Villa,Player_Ast_6,Defender,Optimal,51,158,74.8866809535005,38.6415376588839,73.1821496908336,261.293958249453,0.477230335097883,2413,0,0,19.2831753284858,Zone 1 (Rest),84.0533743645268,0.0,18.654964713834,722,LaLiga,Team_2
Chelsea,Player_Che_20,Defender,Optimal,54,185,90.8394370214191,31.3649941070818,85.1123697210909,243.719339635724,0.466205470916766,2186,0,0,12.9712171562318,Zone 1 (Rest),77.1791338814025,0.0,24.3379985119451,723,LaLiga,Team_3
Manchester United,Player_Mans_24,Forward,Optimal,51,163,62.6647644956327,44.5805078184959,76.2854793184023,243.152814313644,0.233126314364994,2178,0,0,13.3490561465709,Zone 1 (Rest),78.4410029570941,0.0,17.6713308938862,724,LaLiga,Team_4
Luton Town,Player_Lut_12,Midfielder,Underperforming,63,195,79.8901554636351,43.5683219312699,63.244650437200704,468.421372496702,1.11413317618752,1896,3,0,5.95868108695133,Zone 1 (Rest),54.6433074664357,0.630199198007702,35.2898307325483,725,LaLiga,Team_5
Chelsea,Player_Che_16,Forward,At Risk,81,192,97.9381322784863,55.2721158831952,64.2033952729936,473.69359517958304,0.987431198249514,627,1,3,5.11234654160059,Zone 1 (Rest),11.6771367261122,0.798891662693184,73.7151622060257,726,LaLiga,Team_6
Sheffield United,Player_She_13,Forward,At Risk,73,194,96.4783833679853,41.2185744344144,80.8205224231723,336.550233197487,0.81904507433224,796,2,10,6.21289133036913,Zone 1 (Rest),20.1728217776697,2.00196956570305,60.5794515591392,727,LaLiga,Team_7
Aston Villa,Player_Ast_11,Defender,Recovering,61,194,56.4435233902507,35.5580419449774,79.8488466816944,475.963297188388,1.15756031277802,972,2,6,8.66535648014837,Zone 1 (Rest),48.861734497257,1.63564645723134,22.2370262051398,728,LaLiga,Team_8
Aston Villa,Player_Ast_10,Forward,At Risk,77,192,71.9019380527528,51.3004398571803,80.6665590615027,474.664583172162,1.13629135397925,1651,1,9,7.30778737209895,Zone 1 (Rest),44.9576347640271,1.90315211020441,40.7524703884927,729,LaLiga,Team_9
Tottenham Hotspur,Player_Tot_3,Midfielder,At Risk,71,204,68.0060097697924,43.3496516451814,63.137035210032,427.286049908727,1.2064757264869,508,2,10,5.25985641825736,Zone 1 (Rest),17.4102253615278,3.35474924206446,46.0516843399245,730,LaLiga,Team_10
Newcastle United,Player_New_10,Forward,At Risk,84,205,76.3791141202082,48.4537822679238,84.6541933170326,300.247335951882,0.800853108353255,1479,3,8,6.99657957904654,Zone 1 (Rest),40.1527698441988,2.05841192912366,41.3073788019186,731,LaLiga,Team_11
Everton,Player_Eve_16,Midfielder,Optimal,59,179,96.626889290466,42.3262898446579,81.1571504702633,269.067977114801,0.338710567984676,2975,0,0,18.6299683135887,Zone 1 (Rest),73.1964330092605,0.0,36.7356123608176,732,LaLiga,Team_12
Liverpool,Player_Liv_25,Forward,Underperforming,62,195,97.991996531677,54.5143901677672,78.4024558780737,383.648607258124,1.43272848335401,1765,3,0,5.22609335053095,Zone 1 (Rest),33.1380518849919,0.585805554759288,61.2145306740781,733,LaLiga,Team_13
Liverpool,Player_Liv_20,Forward,At Risk,82,207,78.7464256797651,41.1260655136367,63.5645374880422,323.505249355421,1.14921030211606,1524,3,10,6.87435289761852,Zone 1 (Rest),47.2706456391056,2.40148942791121,35.0733553402397,734,LaLiga,Team_14
Sheffield United,Player_She_10,Midfielder,Optimal,56,171,95.1840598684705,58.1408392083004,89.7459832748216,220.831539000852,0.242175734945625,2063,0,0,17.3087962332221,Zone 1 (Rest),37.5908619899481,0.0,67.6807234425864,735,LaLiga,Team_15
Sheffield United,Player_She_7,Defender,Optimal,59,163,93.2249104172716,34.4931479528353,71.9799774059767,240.967286929252,0.491288267410623,2662,0,0,10.1667581348984,Zone 1 (Rest),83.0995651333839,0.0,27.3733087341859,736,LaLiga,Team_16
Liverpool,Player_Liv_14,Midfielder,Optimal,57,172,97.2302930241426,57.1682550368602,72.8698208212506,275.08710677915,0.401817149633873,2872,0,0,13.7772888617629,Zone 1 (Rest),51.916604463601,0.0,59.5825253473267,737,LaLiga,Team_17
Everton,Player_Eve_13,Defender,Underperforming,55,199,82.1875083912035,44.9558869951875,84.3077576009859,382.76549306415905,0.704166559168243,905,2,0,7.89863078548612,Zone 1 (Rest),24.7075777296912,0.308086286558053,51.475285254623,738,LaLiga,Team_18
Burnley,Player_Bur_13,Midfielder,Optimal,50,162,63.2465689785486,49.0440495820708,82.1727426597886,268.651394304325,0.426028840270323,2976,0,0,18.6144568602132,Zone 1 (Rest),96.5422960393014,0.0,9.72118674155432,739,LaLiga,Team_19
Sheffield United,Player_She_1,Defender,Optimal,56,169,78.9773957448294,30.1466830167236,60.774281785895504,255.3290639623,0.308179761666114,2194,0,0,18.7803351284446,Zone 1 (Rest),92.9385644157952,0.0,9.57722742352531,740,LaLiga,Team_20
Sheffield United,Player_She_25,Defender,Optimal,61,165,92.3530529396674,47.5097730079179,69.0739895238441,285.869812124457,0.442892374947916,2545,0,0,12.7369845767837,Zone 1 (Rest),58.2937066729711,0.0,49.4358298634026,741,LaLiga,Team_1
Brighton & Hove Albion,Player_Bri_11,Forward,Optimal,55,155,88.4097119449325,46.287002263675,74.1350369679844,282.163689771047,0.283706078869286,2724,0,0,12.5432198117832,Zone 1 (Rest),66.8718412196685,0.0,43.757982573509,742,LaLiga,Team_2
Nottingham Forest,Player_Not_15,Midfielder,Optimal,64,187,78.2153254192243,48.2992087215936,81.914774324469,213.535543497328,0.179055688236452,2329,0,0,14.7741618948035,Zone 1 (Rest),62.0417286380046,0.0,34.4774360977611,743,LaLiga,Team_3
Manchester City,Player_Man_4,Forward,Optimal,51,169,69.6410186410405,53.6652703765092,78.2998997334786,283.319491173616,0.169345861403109,2080,0,0,12.5877998160002,Zone 1 (Rest),55.9919061122715,0.0,39.8309958019398,744,LaLiga,Team_4
Manchester United,Player_Mans_23,Forward,Recovering,58,207,54.497983184147294,48.7826981714044,71.3083328827472,392.535957133921,0.801377874164142,1546,3,2,6.16106347573409,Zone 1 (Rest),58.3835551244499,1.48913438045484,21.6894329618849,745,LaLiga,Team_5
Fulham,Player_Ful_4,Goalkeeper,Optimal,54,176,76.6241558362934,46.9454333544372,89.555910086556,287.735561220526,0.489748895471703,2854,0,0,15.0595790773493,Zone 1 (Rest),79.7591490005613,0.0,24.8922955625962,746,LaLiga,Team_6
Bournemouth,Player_Bou_10,Defender,Recovering,55,202,39.1380706732257,35.2903160797768,68.3967795673928,355.543817470169,0.535930182185973,1477,2,2,5.04843441370484,Zone 1 (Rest),107.301905814453,2.02443510508365,-16.2740193373518,747,LaLiga,Team_7
Everton,Player_Eve_4,Defender,Recovering,51,206,38.1583811825535,43.8471784492212,67.9218595408116,487.813695890058,1.13637428153337,1652,2,6,8.47320479446864,Zone 1 (Rest),99.2430899795771,2.47429992311597,-8.36773317854484,748,LaLiga,Team_8
Aston Villa,Player_Ast_7,Defender,Optimal,63,170,71.4362715695664,46.3189387793723,85.5342499090859,284.651433869028,0.467570613455822,2529,0,0,16.3607076372983,Zone 1 (Rest),76.9257883087531,0.0,24.0173070824621,749,LaLiga,Team_9
Fulham,Player_Ful_11,Defender,Optimal,58,185,99.394336110499,45.0849651936416,71.7958560308377,259.063783399464,0.364405701698928,2570,0,0,14.1446971553934,Zone 1 (Rest),57.6664812484315,0.0,46.9258486787617,750,LaLiga,Team_10
Luton Town,Player_Lut_3,Goalkeeper,Optimal,50,166,66.4677821309595,49.3166463943667,80.1448594247355,274.156610846683,0.318670905958925,2694,0,0,12.8236791904266,Zone 1 (Rest),82.5762664563094,0.0,20.0049169090463,751,LaLiga,Team_11
Fulham,Player_Ful_12,Midfielder,Recovering,60,191,53.4189515227667,51.6754556102822,88.5666535709278,308.484459641378,0.765326137555467,935,3,10,5.64970686133971,Zone 1 (Rest),34.0759718200109,4.30746817945624,37.1824268654649,752,LaLiga,Team_12
Liverpool,Player_Liv_14,Midfielder,Optimal,57,172,97.2302930241426,57.1682550368602,72.8698208212506,275.08710677915,0.401817149633873,2872,0,0,13.7772888617629,Zone 1 (Rest),51.916604463601,0.0,59.5825253473267,753,LaLiga,Team_13
Everton,Player_Eve_5,Forward,At Risk,76,199,86.4787577917548,56.2987945708108,83.3407572943396,452.170266186156,0.687722405692252,1863,2,6,8.73919287206036,Zone 1 (Rest),38.4447282553577,1.05854474404655,52.4285548277427,754,LaLiga,Team_14
Chelsea,Player_Che_21,Defender,Underperforming,56,204,98.1634774615853,32.7000255484241,74.5126482579724,353.982244478439,1.03984277890819,1990,3,0,9.20764830155022,Zone 1 (Rest),62.2816167337134,0.331911727184664,33.6185717040667,755,LaLiga,Team_15
Fulham,Player_Ful_14,Forward,Optimal,59,188,94.0188645904335,46.8920816889512,60.9257371292422,205.189529951841,0.156868178681558,2581,0,0,13.3561045426984,Zone 1 (Rest),58.8457459626358,0.0,43.651702296143,756,LaLiga,Team_16
Burnley,Player_Bur_10,Midfielder,Optimal,58,154,70.3841313483391,40.032875142249,71.2924488756208,257.076148095907,0.291481943186209,2425,0,0,12.1963492859457,Zone 1 (Rest),86.4965890803277,0.0,15.5327385780912,757,LaLiga,Team_17
Fulham,Player_Ful_11,Defender,Optimal,58,185,99.394336110499,45.0849651936416,71.7958560308377,259.063783399464,0.364405701698928,2570,0,0,14.1446971553934,Zone 1 (Rest),57.6664812484315,0.0,46.9258486787617,758,LaLiga,Team_18
Luton Town,Player_Lut_1,Defender,Recovering,51,193,45.5188044645676,38.2621479545429,65.9803646841355,382.473297454936,0.572276947573177,1485,1,11,8.62643542177278,Zone 1 (Rest),85.7594126249391,3.0560399243798,-1.02510891493712,759,LaLiga,Team_19
Liverpool,Player_Liv_13,Forward,Optimal,58,170,98.7032220608099,50.9594376649618,72.7041282692436,256.852028374996,0.330369830103234,2098,0,0,14.1261767691143,Zone 1 (Rest),41.9917430348356,0.0,63.3358333476095,760,LaLiga,Team_20
Crystal Palace,Player_Cry_18,Forward,Optimal,61,162,89.8977762638678,49.4761965679589,61.7353334834148,295.77898009882,0.477089727637645,2644,0,0,15.3073735528684,Zone 1 (Rest),59.789274337537,0.0,49.1263570952406,762,LaLiga,Team_2
Aston Villa,Player_Ast_8,Midfielder,At Risk,77,203,89.1396270864645,55.5289489299945,79.6848551304321,335.485753893941,1.04502691889694,734,1,7,7.69778110247753,Zone 1 (Rest),14.9843087753046,1.16587936822781,63.8838754882534,763,LaLiga,Team_3
West Ham United,Player_Wes_21,Midfielder,Underperforming,51,208,84.0846794141912,51.8281351884498,84.1976802697883,395.29667675565906,1.49612294963944,615,1,0,7.19574908316874,Zone 1 (Rest),14.2772506499258,0.165274981137828,58.4786365157284,764,LaLiga,Team_4
Aston Villa,Player_Ast_18,Goalkeeper,Optimal,64,155,99.6450572728521,44.9443917548408,87.4996596671403,295.031275293059,0.181174547029961,2499,0,0,13.6223544165229,Zone 1 (Rest),56.1042745075561,0.0,57.0872093678302,765,LaLiga,Team_5
West Ham United,Player_Wes_15,Defender,Underperforming,53,206,75.4204761894769,36.8077420850901,76.2422282204276,330.829008635697,1.05371148535801,1173,1,0,8.80950906302435,Zone 1 (Rest),42.57150784933071,0.150507805389594,33.8139370996293,766,LaLiga,Team_6
Crystal Palace,Player_Cry_17,Defender,Optimal,60,157,91.327936531945,45.6075224714196,73.7398727701071,239.80052929545,0.221166291533277,2194,0,0,17.1013543179807,Zone 1 (Rest),53.0845969785096,0.0,53.4081923725191,767,LaLiga,Team_7
Burnley,Player_Bur_22,Midfielder,At Risk,76,202,98.2259786906596,59.0726521565938,70.5698116275762,308.620021789665,0.679094939328182,1203,3,10,8.52978118290004,Zone 1 (Rest),20.8795560331875,1.55159759375357,67.5341954525079,769,LaLiga,Team_9
Brighton & Hove Albion,Player_Bri_1,Midfielder,Recovering,64,199,32.6652073526269,53.6750821115409,76.353165847821,496.103364400221,0.727409495861379,527,2,10,8.95849994226676,Zone 1 (Rest),30.5684224146297,4.10072391942164,28.026063843989,770,LaLiga,Team_10
Manchester United,Player_Mans_14,Defender,Optimal,63,174,95.6210912295958,41.871849071081,80.3730695743347,278.917123860734,0.299376879571623,2110,0,0,15.8419948471417,Zone 1 (Rest),53.095186010656,0.0,48.5044564885177,771,LaLiga,Team_11
Crystal Palace,Player_Cry_23,Defender,Recovering,61,190,34.1099718916101,49.8996273865019,88.1808165188478,378.371659281816,1.15911376446953,771,3,9,8.55861402873024,Zone 1 (Rest),45.8004885524379,4.1105169487537,20.1100582766706,772,LaLiga,Team_12
Manchester City,Player_Man_4,Forward,Optimal,51,169,69.6410186410405,53.6652703765092,78.2998997334786,283.319491173616,0.169345861403109,2080,0,0,12.5877998160002,Zone 1 (Rest),55.9919061122715,0.0,39.8309958019398,773,LaLiga,Team_13
